1.0,10.9,20.8,30.700000000000003,40.6,50.5,60.400000000000006,70.3,80.2,90.10000000000001,100.0
1.0,10.9,20.8,30.700000000000003,40.6,50.5,60.400000000000006,70.3,80.2,90.10000000000001,100.0
1.0,10.9,20.8,30.700000000000003,40.6,50.5,60.400000000000006,70.3,80.2,90.10000000000001,100.0
1.0,10.9,20.8,30.700000000000003,40.6,50.5,60.400000000000006,70.3,80.2,90.10000000000001,100.0
1.0,10.9,20.8,30.700000000000003,40.6,50.5,60.400000000000006,70.3,80.2,90.10000000000001,100.0
1.0,10.9,20.8,30.700000000000003,40.6,50.5,60.400000000000006,70.3,80.2,90.10000000000001,100.0
1.0,10.9,20.8,30.700000000000003,40.6,50.5,60.400000000000006,70.3,80.2,90.10000000000001,100.0
1.0,10.9,20.8,30.700000000000003,40.6,50.5,60.400000000000006,70.3,80.2,90.10000000000001,100.0
1.0,10.9,20.8,30.700000000000003,40.6,50.5,60.400000000000006,70.3,80.2,90.10000000000001,100.0
1.0,10.9,20.8,30.700000000000003,40.6,50.5,60.400000000000006,70.3,80.2,90.10000000000001,100.0
1.0,10.9,20.8,30.700000000000003,40.6,50.5,60.400000000000006,70.3,80.2,90.10000000000001,100.0
1.0,10.9,20.8,30.700000000000003,40.6,50.5,60.400000000000006,70.3,80.2,90.10000000000001,100.0
