-595061.0686054478,-593927.7985069652,-592561.1662204511,-592405.9760706568,-592289.1600881375,-592210.3136073828,-592173.7303999794,-592175.1166943405,-592175.1166943405,-592175.1166943405,-592175.1166943405,-592180.661871785
-591382.9803996,-585689.9683791943,-576935.9867625224,-577154.3910754569,-576443.3785425748,-575495.5420416227,-574359.4993544178,-574142.2331447056,-574042.322471527,-573818.9341210306,-573650.0159161286,-573627.4305408401
-585140.7033746566,-572697.6780857515,-528838.5223580637,-530576.1603412372,-525244.2129015283,-518554.8055935474,-511992.4057245038,-505273.5574627382,-501161.8810569911,-499487.7011294631,-498752.5525408305,-498245.6256282953
-575206.9546844162,-545904.8199047518,-435117.50093694014,-430019.8682056361,-411763.75277987693,-394313.55493674835,-377744.3816882313,-360430.3036324294,-345333.57210309425,-335930.0475525209,-331230.4996072793,-329329.17711168237
-536856.0223245244,-473511.71775767603,-287932.6606530762,-282568.3835333704,-265803.2089883329,-250675.96892200812,-236219.77121977462,-225964.1529719574,-217772.571628134,-211353.71041411284,-207852.76070015575,-204843.5260700869
-462422.0013656876,-356385.8473189265,-116818.17908672885,-125013.7841287143,-123671.70408828498,-125071.44666646037,-126757.59103750458,-127269.98615951647,-127292.79491609994,-125972.25493916114,-125609.44257032993,-125590.45386358346
-411600.39157366083,-285210.30730003794,-50297.61481171291,-77522.77999273932,-85953.54785455267,-93001.33349798266,-98238.48381728648,-102363.96094747573,-105076.66923518026,-106031.69116148826,-106336.6759209346,-106672.15915632564
-395517.78498536965,-273136.03308721556,-59236.44085221394,-85774.00403012488,-95247.26525150046,-102518.1093985671,-107611.08510431454,-111532.77696341908,-113876.73095106572,-114761.1867534602,-115104.98775501794,-115306.00043738032
-378182.43986705947,-262169.76848804305,-67317.15068318183,-93383.37377831197,-102956.44819368815,-109920.65150994026,-114520.1064231289,-117761.2626394272,-119552.22006549052,-120410.33627502371,-120670.95961491429,-120833.1560551653
-361098.84601966036,-255945.51006581943,-74609.90576301931,-100128.67747401074,-109176.34632652241,-115474.01183208292,-119614.60331174097,-122388.57832834183,-124020.24679137998,-124838.16046444068,-124992.039138525,-125086.30715508116
-353351.96481649386,-251967.94164466922,-81322.34305956181,-105676.62750721244,-114057.48877202555,-119814.49947674928,-123454.63869204304,-125916.69747739201,-127290.51518926182,-127933.75577282143,-128034.95526118318,-128098.72480179468
